id_feu,unidad_regional,siniestro_fecha,siniestro_hora,provincia,id_provincia,departamento,id_departamento,localidad,zona_ocurrencia,via_publica,nombre_via,altura_km,entre_calle_1,entre_calle_2,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_multiple,tipo_siniestro_unico,despiste_previo,tipo_siniestro_otro,tipo_colision,cantidad_de_involucrados,trazado_via,configuracion_de_la_via,configuracion_de_la_via_otro_tipo,pendiente_declive,cono_de_vision,material_de_la_calzada,material_de_la_calzada_otro,estado_de_la_calzada,estado_fisico_ambiental,estado_de_conservacion_otro,division_fisica_de_la_via,division_fisica_de_la_via_otro,barreras_de_seguridad,banquinas,senalizacion_carteleria,senalizacion_horizontal,senalizacion_transitoria,luminosidad,luz_artificial,transito_restringido,estado_ambiental,visibilidad,visibilidad_otro,semaforo
233474,OBSERVATORIO VIAL,2024-05-11,10:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,MEXICO,600,FELIPE CABRAL,,-2.746.594,-5.881.413,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,,,Otro,,Asfalto,,Si,S/D,S/D,Día,,,Despejado,,,Sin Semáforo
220961,OBSERVATORIO VIAL,2024-05-11,15:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV 3 DE ABRIL,1200,MENDOZA,,-2.747.562,-5.883.645,0,2,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Asfalto,,Si,Si,,Día,,,Despejado,,,Funciona
233607,OBSERVATORIO VIAL,2024-05-11,8:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV INDEPENDENCIA,4400,MEDRANO,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Cantero central,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Funciona
232105,OBSERVATORIO VIAL,2024-05-10,17:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,Av. Independencia,3630,BANDA CENTRAL NORTE,,-2.747.955,-5.880.755,3,0,0,3,0,Otro,Otro,,,,3,,Otro,,,,Asfalto,,Apto,Seca,,S/D,,Asfalto,,Si,Si,Si,Día,,,Despejado,,,Funciona
228592,OBSERVATORIO VIAL,2024-05-09,7:50:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV GOBERNADOR RUIZ,2700,COLOMBIA,,,,0,2,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Rozamiento,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Ninguna,,Si,S/D,S/D,Día,,,Despejado,,,Sin Semáforo
229002,OBSERVATORIO VIAL,2024-05-07,17:18:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV GDOR PUJOL,2.200,PELLEGRINI,,-2.746.649,-5.882.273,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,S/D,,,Apto,Mojada,,,,Asfalto,,,,,Día,,,Lluvia,,,Sin Semáforo
222692,OBSERVATORIO VIAL,2024-05-02,12:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,ITUZAINGO,1100,BOLIVAR,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,,,,Sin Semáforo
224093,OBSERVATORIO VIAL,2024-04-27,13:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,LAVALLE,700,GOB CASTILLO,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
220447,OBSERVATORIO VIAL,2024-04-08,7:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,MEDRANO,2600,PITAGORAS,,,,2,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,No,No,No,Día,,,Despejado,,,Sin Semáforo
217481,OBSERVATORIO VIAL,2024-04-07,20:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,ZARAGOZA,200,,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,S/D,S/D,S/D,Noche,NO,,Despejado,,,S/D
217502,OBSERVATORIO VIAL,2024-04-06,11:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,GUTENBERG,2400,TTE CUNDOM,,,,1,1,0,1,1,Atropello a peatón/es,Atropello a peatón/es,,,,2,,Mitad de la calle / avenida,,,,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
228711,OBSERVATORIO VIAL,2024-04-04,19:09:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CHACABUCO,1100,SAN MARTIN,,-2.747.221,-5.881.314,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Asfalto,,Si,Si,No,Noche,NO,,Lluvia,,,Sin Semáforo
226408,OBSERVATORIO VIAL,2024-04-01,12:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,LA RIOJA,400,QUINTANA,PLACIDO MARTINEZ,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,No obstruido,,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Funciona
230865,OBSERVATORIO VIAL,2024-03-29,11:08:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,100,LAVALLE,,-2.747.767,-5.883.023,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,S/D,,,,Asfalto,,Apto,Seca,,,,Asfalto,,Si,Si,,Día,,,,,,Funciona
216579,OBSERVATORIO VIAL,2024-03-28,3:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MEDRANO,2400,,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Cantero central,,Ninguna,,S/D,S/D,S/D,Noche,NO,,Despejado,,,S/D
231849,OBSERVATORIO VIAL,2024-03-28,18:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,BUENOS AIRES,1400,MORENO,,-2.747.288,-5.884.098,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Otro,,Asfalto,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
231751,OBSERVATORIO VIAL,2024-03-27,0:21:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,HEROES CIVILES,2100,LA MADRID,,-2.748.151,-5.883.980,1,0,0,1,0,Choque,Choque,,,,1,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Ninguna,,,,Si,Si,No,Noche,NO,,Despejado,,,Funciona
233473,OBSERVATORIO VIAL,2024-03-22,11:40:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,100,LAVALLE,,-2.747.768,-5.883.028,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Asfalto,,Si,,,Día,,,Despejado,,,Funciona
215631,OBSERVATORIO VIAL,2024-03-20,12:50:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV PEDRO FERRE,2600,FERREIRA,AV ARTIGAS,,,2,3,0,3,0,Colisión entre vehículos,Colisión entre vehículos,,,Multiple,3,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Cantero central,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Funciona
215415,OBSERVATORIO VIAL,2024-03-19,8:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV TTE IBAÑEZ,1600,SARMIENTO,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Otro,2,,Intersección / cruce,,,,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Funciona
223346,OBSERVATORIO VIAL,2024-03-18,11:53:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,BELGRANO,1700,JUJUY,,,,1,1,0,2,0,,,,,,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
232136,OBSERVATORIO VIAL,2024-03-17,6:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,600,LAS HERAS,,-2.748.041,-5.882.805,0,2,0,1,0,Colisión entre vehículos,Colisión entre vehículos,,,,1,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Asfalto,,Si,Si,S/D,Día,,,Despejado,,,Funciona
220445,OBSERVATORIO VIAL,2024-03-16,11:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,RECONQUISTA,1900,LAS HERAS,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Rozamiento,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,S/D,S/D,Día,,,Despejado,,,Sin Semáforo
223338,OBSERVATORIO VIAL,2024-03-16,1:40:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV RAUL ALFONSIN,3500,GUEMES,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Cantero central,,Ninguna,,Si,Si,,Noche,NO,,Despejado,,,Funciona
233574,OBSERVATORIO VIAL,2024-03-16,12:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV ARTIGAS,1200,ESTADOS DE ISRAEL,,-2.747.268,-5.881.891,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Intersección / cruce,,,S/D,Asfalto,,,,,S/D,,Asfalto,,Si,,,Día,,,Despejado,,,Sin Semáforo
232301,OBSERVATORIO VIAL,2024-03-15,17:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,MISIONES,1340,,,-2.747.132,-5.884.585,2,1,0,1,0,Vuelco (solo 1 participante),Vuelco (solo 1 participante),,,Angulo,1,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Asfalto,,Si,No,No,Día,,,Despejado,,,Sin Semáforo
224097,OBSERVATORIO VIAL,2024-03-15,11:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,ROTONDA VIRGEN DE ITATI,5400,,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Rotonda,,,,Asfalto,,Apto,Mojada,,Cantero central,,Ninguna,,No,No,No,Día,,,Lluvia,,,Sin Semáforo
233609,OBSERVATORIO VIAL,2024-03-14,6:40:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SALTA,1400,RIVADAVIA,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
233745,OBSERVATORIO VIAL,2024-03-13,11:05:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV TTE IBAÑEZ,1350,,,-2.748.573,-5.883.620,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Asfalto,,Si,S/D,S/D,Día,,,Despejado,,,S/D
229458,OBSERVATORIO VIAL,2024-03-13,11:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,CAZADORES CORRENTINOS,4200,LAS PIEDRAS,,-2.748.724,-5.880.139,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Asfalto,,Si,Si,Si,Día,,,Despejado,,,Funciona
224091,OBSERVATORIO VIAL,2024-03-13,0:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV JUAN RAMON VIDAL,2700,PITAGORAS,,,,2,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,"Con charcos o inundada, Mojada",,Otro,,Ninguna,,No,No,No,Noche,NO,,Lluvia,,,Sin Semáforo
218231,OBSERVATORIO VIAL,2024-03-13,10:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV TENIENTE IBAÑEZ,600,ALBERDI,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Cantero central,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Funciona
218226,OBSERVATORIO VIAL,2024-03-13,20:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV PEDRO FERRE,2500,AV ARTIGAS,,,,2,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Rozamiento,2,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Cantero central,,Ninguna,,Si,Si,No,Noche,NO,,Despejado,,,Funciona
232150,OBSERVATORIO VIAL,2024-03-12,13:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,GASCON,2000,LAS HERAS,,-2.748.576,-5.879.653,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,S/D,,S/D,,Si,S/D,S/D,Día,,,Despejado,,,Sin Semáforo
217477,OBSERVATORIO VIAL,2024-03-11,17:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CHACABUCO,3000,AV INDEPENDENCIA,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,No obstruido,,,Apto,Seca,,Cantero central,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Funciona
231275,OBSERVATORIO VIAL,2024-03-11,20:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,CUBA,4959,,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Frontal,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,S/D,S/D,S/D,Noche,NO,,Despejado,,,S/D
232161,OBSVERVATORIO VIAL,2024-03-09,12:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,ITUZAINGO,999,HIPOLITO IRIGOYEN,,-2.747.032,-5.881.902,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Frontal,2,,Recta,,,,Asfalto,,Apto,,,,,,,No,No,No,Día,,,,,,
233606,OBSERVATORIO VIAL,2024-03-09,13:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,2400,VALPARAISO,,,,2,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Ninguna,,No,No,No,,,,,,,Sin Semáforo
217491,OBSERVATORIO VIAL,2024-03-05,23:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,6000,13 DE junio,,,,0,1,0,1,0,Caída desde vehículo,Caída desde vehículo,,,,1,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Ninguna,,S/D,S/D,S/D,Noche,NO,,Despejado,,,S/D
220448,OBSERVATORIO VIAL,2024-03-04,11:20:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,LA RIOJA,1400,RIVADAVIA,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
228596,OBSERVATORIO VIAL,2024-02-28,13:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV LIBERTAD,5200,LAPRIDA,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Cantero central,,Ninguna,,Si,Si,No,Día,,,Despejado,,,
233756,OBSERVATORIO VIAL,2024-02-26,12:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,SAN MARTIN,1100,COLOMBIA,,-2.747.171,-5.881.700,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Frontal,2,,Intersección / cruce,,,S/D,,,Apto,,,Otro,,Asfalto,,Si,Si,S/D,Día,,,Despejado,,,Sin Semáforo
234599,OBSERVATORIO VIAL,2024-02-24,10:25:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,AV ALFONSIN,4900,ARAOS,,-2.747.634,-5.879.132,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,,,S/D,,S/D,S/D,S/D,,,,Despejado,,,Sin Semáforo
232165,OBSERVATORIO VIAL,2024-02-24,13:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,GUEMES,2000,LAS HERAS,,-2.748.410,-5.880.815,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Intersección / cruce,,,,Asfalto,,Apto,,,,,,,,,,Día,,,Despejado,,,Sin Semáforo
226409,OBSERVATORIO VIAL,2024-02-23,22:26:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,600,ROCA,,,,3,0,0,3,0,Colisión entre vehículos,Colisión entre vehículos,,,Multiple,3,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,,,,Noche,NO,,,,,Funciona
217478,OBSERVATORIO VIAL,2024-02-22,12:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV JUAN DOMINGO PERON,5300,ALEJANDRO DUMAS,,,,1,1,0,1,1,Atropello a peatón/es,Atropello a peatón/es,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Mojada,,Cantero central,,Ninguna,,Si,S/D,S/D,Día,,,Lluvia,,,Funciona
223343,OBSERVATORIO VIAL,2024-02-19,1:46:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV GARAY,700,HERNANDARIAS,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Mojada,,Ninguna,,,,S/D,S/D,S/D,Noche,NO,,Lluvia,,,Sin Semáforo
232252,OBSERVATORIO VIAL,2024-02-17,12:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,GOBERNADOR RUIZ,700,COLOMBIA,,-2.746.742,-5.881.608,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Intersección / cruce,,,,Asfalto,,Apto,,,,,,,Si,,,,,,,,,
224094,OBSERVATORIO VIAL,2024-02-17,17:59:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,5700,,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Otro,,Ninguna,,No,No,No,Día,,,Despejado,,,Sin Semáforo
232156,OBSERVATORIO VIAL,2024-02-14,13:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,MENDOZA,1200,GENERAL PAZ,,-2.747.824,-5.883.681,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,,Asfalto,,Apto,,,Ninguna,,,,,,,Día,,,Despejado,,,Sin Semáforo
231897,OBSERVATORIO VIAL,2024-02-12,11:50:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV PUJOL,2100,PELLEGRINI,,,,1,1,0,1,0,Otro,Otro,,,,1,,Intersección / cruce,,,No obstruido,Asfalto,,Apto,Seca,,Otro,,Asfalto,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
218239,OBSERVATORIO VIAL,2024-02-11,20:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,AGUSTIN P. JUSTO,500,JUAN V. PAMPIN,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,S/D,No,Noche,NO,,Despejado,,,Sin Semáforo
234589,OBSERVATORIO VIAL,2024-02-11,0:08:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,AV COSTANERA,400,,,-2.747.070,-5.885.430,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Asfalto,,Si,Si,Si,Noche,SI,,Nublado,,,Sin Semáforo
231744,OBSERVATORIO VIAL,2024-02-10,7:34:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CAZADORES CORRENTINOS,5200,,,-2.748.924,-5.878.963,0,1,0,1,0,Caída desde vehículo,Caída desde vehículo,,,,1,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,S/D,,Asfalto,,Si,Si,,Día,,,Despejado,,,S/D
217476,OBSERVATORIO VIAL,2024-02-10,23:45:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,MENDOZA,1700,LAVALLE,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,No,No,,,,Despejado,,,Sin Semáforo
232279,OBSERVATORIO VIAL,2024-02-06,20:21:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV CHACABUCO,2000,LAS HERAS,,-2.748.301,-5.881.545,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Frontal,2,,S/D,,,,Asfalto,,Apto,Seca,,S/D,,Asfalto,,Si,,,Noche,SI,,Despejado,,,Funciona
215637,OBSERVATORIO VIAL,2024-02-05,12:00:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,CHILE,2600,AV FERRE,,,,4,0,0,4,0,Colisión entre vehículos,Colisión entre vehículos,,,Multiple,4,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Funciona
217479,OBSERVATORIO VIAL,2024-02-04,12:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV RAUL ALFONSIN,4000,LOS TILOS,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,S/D,,Ninguna,,S/D,S/D,S/D,Día,,,Despejado,,,S/D
230743,OBSERVATORIO VIAL,2024-02-03,7:58:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,NECOCHEA,3800,BLAS PARERA,,-2.748.348,-5.880.534,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Intersección / cruce,,,,Asfalto,,Apto,Seca,,S/D,,Asfalto,,No,No,No,Día,,,,,,S/D
224938,OBSERVATORIO VIAL,2024-02-03,11:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV ARMENIA,3100,,,,,2,0,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Alcance,2,,Recta,,,,Asfalto,,Apto,Seca,,Otro,,Ninguna,,S/D,S/D,S/D,Día,,,Despejado,,,S/D
224976,OBSERVATORIO VIAL,2024-02-03,17:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,ESPAÑA,1200,BELGRANO,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
218240,OBSERVATORIO VIAL,2024-02-03,9:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,TACUARI,1700,LAVALLE,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,S/D,S/D,S/D,Día,,,Despejado,,,S/D
224973,OBSERVATORIO VIAL,2024-02-02,11:30:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,6500,,,,,1,1,0,1,0,Vuelco (solo 1 participante),Vuelco (solo 1 participante),,,,1,,Fuera de calzada,,,,Asfalto,,Apto,Seca,,Otro,,Ninguna,,No,No,No,Día,,,,,,Sin Semáforo
233610,OBSERVATORIO VIAL,2024-01-31,7:10:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Calle,CORDOBA,1400,RIVADAVIA,,,,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Lateral,2,,Intersección / cruce,,,S/D,Asfalto,,Apto,Seca,,Ninguna,,Ninguna,,Si,Si,No,Día,,,Despejado,,,Sin Semáforo
232227,OBASERVATORIO VUAL,2024-01-27,8:15:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV MAIPU,2400,LOS CONDORES,,-2.749.993,-5.881.390,1,1,0,2,0,Colisión entre vehículos,Colisión entre vehículos,,,Angulo,2,,Recta,,,,Asfalto,,Apto,Seca,,S/D,,Asfalto,,Si,S/D,S/D,Día,,,Despejado,,,S/D
223340,OBSERVATORIO VIAL,2024-01-27,21:50:00,CORRIENTES,18,CAPITAL,21,CORRIENTES,Urbana,Avenida,AV COSTANERA,200,CHACO,9 DE julio,,,1,1,0,1,1,,,,,,2,,Intersección / cruce,,,No obstruido,,,Apto,Seca,,Cantero central,,Ninguna,,No,No,No,Noche,NO,,Despejado,,,Sin Semáforo
